project_name,description,compliance_framework,scan_type,file_count,lines_of_code,issues_found,critical,high,medium,score
Project_8873,Web application security audit,ISO 27001,deep,479,498557,34,1,5,28,42
Project_8874,Web application security audit,PCI-DSS,deep,253,304070,3,3,0,0,70
Project_8875,Web application security audit,PCI-DSS,standard,126,273024,18,3,14,1,40
Project_8876,Web application security audit,ISO 27001,standard,350,154145,25,4,0,21,40
Project_8877,Web application security audit,ISO 27001,deep,157,451048,4,3,1,0,66
Project_8878,Web application security audit,PCI-DSS,standard,412,7764,22,3,2,17,45
Project_8879,Web application security audit,PCI-DSS,deep,458,74749,27,3,10,14,40
Project_8880,Web application security audit,PCI-DSS,standard,414,234105,4,4,0,0,60
Project_8881,Web application security audit,PCI-DSS,deep,128,37796,10,2,4,4,60
Project_8882,Web application security audit,PCI-DSS,standard,212,187413,12,3,4,5,49
Project_8883,Web application security audit,GDPR,deep,179,339596,32,1,5,26,44
Project_8884,Web application security audit,OWASP,standard,311,42229,28,2,1,25,51
Project_8885,Web application security audit,PCI-DSS,deep,271,337418,1,1,0,0,90
Project_8886,Web application security audit,GDPR,standard,443,472035,3,0,3,0,88
Project_8887,Web application security audit,OWASP,deep,82,161651,10,0,5,5,75
Project_8888,Web application security audit,GDPR,deep,373,49032,25,5,19,1,40
Project_8889,Web application security audit,PCI-DSS,deep,416,44135,20,1,9,10,44
Project_8890,Web application security audit,ISO 27001,deep,150,183829,22,2,9,11,40
Project_8891,Web application security audit,ISO 27001,standard,69,60280,36,0,2,34,58
Project_8892,Web application security audit,PCI-DSS,deep,45,479247,36,5,18,13,40
Project_8893,Web application security audit,GDPR,deep,197,492482,38,4,17,17,40
Project_8894,Web application security audit,GDPR,deep,288,461607,35,4,0,31,40
Project_8895,Web application security audit,ISO 27001,standard,419,284299,33,1,19,13,40
Project_8896,Web application security audit,GDPR,deep,329,96402,40,3,31,6,40
Project_8897,Web application security audit,GDPR,standard,490,166244,12,0,5,7,73
Project_8898,Web application security audit,OWASP,standard,294,418222,11,5,5,1,40
Project_8899,Web application security audit,GDPR,deep,137,135217,31,1,20,10,40
Project_8900,Web application security audit,ISO 27001,deep,30,402739,5,2,2,1,71
Project_8901,Web application security audit,GDPR,deep,321,30872,23,1,21,1,40
Project_8902,Web application security audit,GDPR,deep,274,474969,6,3,0,3,67
Project_8903,Web application security audit,ISO 27001,deep,147,59889,18,1,15,2,40
Project_8904,Web application security audit,OWASP,standard,101,124653,30,3,17,10,40
Project_8905,Web application security audit,OWASP,standard,11,95146,15,5,3,7,40
Project_8906,Web application security audit,PCI-DSS,deep,118,332709,33,4,22,7,40
Project_8907,Web application security audit,ISO 27001,deep,166,381746,12,3,9,0,40
Project_8908,Web application security audit,ISO 27001,standard,298,141651,3,1,0,2,88
Project_8909,Web application security audit,PCI-DSS,deep,284,54598,26,4,1,21,40
Project_8910,Web application security audit,OWASP,standard,34,464651,18,2,15,1,40
Project_8911,Web application security audit,PCI-DSS,deep,485,350356,40,5,1,34,40
Project_8912,Web application security audit,GDPR,standard,199,296815,39,3,31,5,40
Project_8913,Web application security audit,OWASP,standard,424,396111,40,2,4,34,40
Project_8914,Web application security audit,GDPR,standard,113,107079,35,1,34,0,40
Project_8915,Web application security audit,OWASP,deep,80,196745,8,0,4,4,80
Project_8916,Web application security audit,ISO 27001,deep,410,181157,2,1,1,0,86
Project_8917,Web application security audit,OWASP,deep,212,310336,16,3,1,12,54
Project_8918,Web application security audit,PCI-DSS,deep,222,58628,15,1,9,5,49
Project_8919,Web application security audit,PCI-DSS,deep,145,217841,5,4,0,1,59
Project_8920,Web application security audit,GDPR,standard,113,332732,32,5,26,1,40
Project_8921,Web application security audit,PCI-DSS,deep,425,121304,11,4,6,1,40
Project_8922,Web application security audit,PCI-DSS,deep,298,14252,29,0,27,2,40
Project_8923,Web application security audit,ISO 27001,deep,357,38036,24,0,11,13,43
Project_8924,Web application security audit,ISO 27001,standard,49,197255,18,2,10,6,40
Project_8925,Web application security audit,PCI-DSS,standard,288,360989,5,4,1,0,56
Project_8926,Web application security audit,ISO 27001,deep,26,392196,39,5,32,2,40
Project_8927,Web application security audit,OWASP,deep,141,282699,7,3,1,3,63
Project_8928,Web application security audit,PCI-DSS,deep,487,320147,24,0,9,15,49
Project_8929,Web application security audit,PCI-DSS,deep,288,372832,8,2,0,6,74
Project_8930,Web application security audit,OWASP,deep,34,88009,24,2,7,15,40
Project_8931,Web application security audit,GDPR,deep,273,404034,4,1,3,0,78
Project_8932,Web application security audit,OWASP,deep,377,46860,22,3,16,3,40
Project_8933,Web application security audit,OWASP,deep,350,359990,18,1,8,9,49
Project_8934,Web application security audit,PCI-DSS,deep,112,249797,38,2,31,5,40
Project_8935,Web application security audit,GDPR,standard,57,325455,16,1,12,3,40
Project_8936,Web application security audit,GDPR,standard,49,492118,2,1,1,0,86
Project_8937,Web application security audit,PCI-DSS,deep,64,135928,18,2,5,11,49
Project_8938,Web application security audit,PCI-DSS,standard,302,225650,37,1,20,16,40
Project_8939,Web application security audit,PCI-DSS,standard,49,494717,1,0,0,1,99
Project_8940,Web application security audit,PCI-DSS,deep,312,129166,2,2,0,0,80
Project_8941,Web application security audit,GDPR,deep,330,149747,33,0,15,18,40
Project_8942,Web application security audit,PCI-DSS,deep,208,182193,13,1,11,1,45
Project_8943,Web application security audit,OWASP,standard,364,333034,14,3,6,5,41
Project_8944,Web application security audit,GDPR,standard,330,188273,11,1,2,8,74
Project_8945,Web application security audit,PCI-DSS,standard,167,446027,18,0,12,6,46
Project_8946,Web application security audit,PCI-DSS,deep,364,50975,40,1,5,34,40
Project_8947,Web application security audit,OWASP,standard,396,396667,27,4,19,4,40
Project_8948,Web application security audit,PCI-DSS,deep,450,34116,40,0,20,20,40
Project_8949,Web application security audit,OWASP,deep,278,496597,26,0,18,8,40
Project_8950,Web application security audit,GDPR,deep,7,7586,3,2,0,1,79
Project_8951,Web application security audit,GDPR,deep,249,275235,23,4,13,6,40
Project_8952,Web application security audit,GDPR,deep,408,71212,23,0,19,4,40
Project_8953,Web application security audit,ISO 27001,deep,144,305555,9,0,5,4,76
Project_8954,Web application security audit,PCI-DSS,standard,86,119031,8,3,4,1,53
Project_8955,Web application security audit,ISO 27001,standard,251,215322,2,2,0,0,80
Project_8956,Web application security audit,ISO 27001,deep,441,5336,30,1,26,3,40
Project_8957,Web application security audit,GDPR,standard,187,164559,32,0,21,11,40
Project_8958,Web application security audit,ISO 27001,standard,478,28296,11,0,3,8,80
Project_8959,Web application security audit,PCI-DSS,deep,191,475785,17,1,0,16,74
Project_8960,Web application security audit,OWASP,deep,99,425276,19,4,6,9,40
Project_8961,Web application security audit,PCI-DSS,standard,352,279227,26,0,22,4,40
Project_8962,Web application security audit,OWASP,standard,10,191541,33,2,19,12,40
Project_8963,Web application security audit,ISO 27001,deep,438,341522,18,1,9,8,46
Project_8964,Web application security audit,GDPR,standard,398,81451,17,1,15,1,40
Project_8965,Web application security audit,PCI-DSS,standard,260,157623,19,4,11,4,40
Project_8966,Web application security audit,PCI-DSS,deep,163,84376,37,5,10,22,40
Project_8967,Web application security audit,PCI-DSS,standard,354,61965,16,4,7,5,40
Project_8968,Web application security audit,ISO 27001,standard,474,116471,36,4,0,32,40
Project_8969,Web application security audit,ISO 27001,deep,58,461661,21,4,8,9,40
Project_8970,Web application security audit,ISO 27001,standard,320,217372,2,1,1,0,86
Project_8971,Web application security audit,GDPR,deep,307,330733,37,5,32,0,40
Project_8972,Web application security audit,OWASP,standard,340,452175,9,4,2,3,49
Project_8973,Web application security audit,ISO 27001,standard,9,159958,19,3,10,6,40
Project_8974,Web application security audit,PCI-DSS,deep,93,341583,21,5,0,16,40
Project_8975,Web application security audit,PCI-DSS,deep,259,342919,37,1,35,1,40
Project_8976,Web application security audit,GDPR,standard,385,158256,4,1,2,1,81
Project_8977,Web application security audit,GDPR,deep,328,492549,26,5,16,5,40
Project_8978,Web application security audit,GDPR,deep,207,220349,23,3,17,3,40
Project_8979,Web application security audit,GDPR,standard,102,385873,16,1,8,7,51
Project_8980,Web application security audit,OWASP,standard,26,467638,29,0,20,9,40
Project_8981,Web application security audit,GDPR,standard,429,162653,38,1,1,36,50
Project_8982,Web application security audit,ISO 27001,standard,356,470336,4,1,2,1,81
Project_8983,Web application security audit,OWASP,deep,124,350449,24,1,16,7,40
Project_8984,Web application security audit,PCI-DSS,standard,474,107129,16,2,11,3,40
Project_8985,Web application security audit,ISO 27001,standard,221,87003,9,0,6,3,73
Project_8986,Web application security audit,OWASP,deep,47,250331,14,2,0,12,68
Project_8987,Web application security audit,OWASP,deep,439,139236,10,2,3,5,63
Project_8988,Web application security audit,OWASP,deep,405,164386,24,3,17,4,40
Project_8989,Web application security audit,GDPR,deep,434,375121,27,5,19,3,40
Project_8990,Web application security audit,GDPR,deep,19,343422,8,5,0,3,47
Project_8991,Web application security audit,PCI-DSS,standard,39,446529,35,0,13,22,40
Project_8992,Web application security audit,PCI-DSS,deep,428,460712,3,3,0,0,70
Project_8993,Web application security audit,PCI-DSS,standard,378,496969,4,3,1,0,66
Project_8994,Web application security audit,OWASP,standard,107,144742,14,3,8,3,40
Project_8995,Web application security audit,ISO 27001,standard,120,155969,10,2,6,2,54
Project_8996,Web application security audit,GDPR,deep,322,236657,17,2,14,1,40
Project_8997,Web application security audit,PCI-DSS,standard,471,136856,25,3,16,6,40
Project_8998,Web application security audit,OWASP,standard,365,327445,23,0,6,17,59
Project_8999,Web application security audit,OWASP,deep,351,170496,18,4,5,9,40
Project_9000,Web application security audit,GDPR,standard,8,368250,27,0,4,23,61
Project_9001,Web application security audit,OWASP,deep,92,487433,0,0,0,0,100
Project_9002,Web application security audit,ISO 27001,deep,266,391082,0,0,0,0,100
Project_9003,Web application security audit,ISO 27001,deep,52,330731,8,2,0,6,74
Project_9004,Web application security audit,GDPR,standard,496,257073,8,4,4,0,44
Project_9005,Web application security audit,PCI-DSS,standard,171,27127,16,2,3,11,57
Project_9006,Web application security audit,OWASP,deep,269,334880,37,0,9,28,40
Project_9007,Web application security audit,PCI-DSS,standard,435,123004,1,1,0,0,90
Project_9008,Web application security audit,ISO 27001,deep,412,357002,20,1,9,10,44
Project_9009,Web application security audit,PCI-DSS,standard,421,272049,34,1,11,22,40
Project_9010,Web application security audit,ISO 27001,standard,159,190169,19,1,17,1,40
Project_9011,Web application security audit,GDPR,standard,443,231308,24,3,6,15,40
Project_9012,Web application security audit,GDPR,deep,486,334271,18,3,8,7,40
Project_9013,Web application security audit,PCI-DSS,standard,111,207600,23,4,6,13,40
Project_9014,Web application security audit,GDPR,standard,236,460903,3,1,0,2,88
Project_9015,Web application security audit,OWASP,deep,98,155139,5,1,2,2,80
Project_9016,Web application security audit,GDPR,standard,321,353141,28,2,7,19,40
Project_9017,Web application security audit,PCI-DSS,deep,120,272438,36,2,27,7,40
Project_9018,Web application security audit,PCI-DSS,deep,487,295387,19,4,12,3,40
Project_9019,Web application security audit,GDPR,standard,231,277070,31,4,26,1,40
Project_9020,Web application security audit,OWASP,deep,114,223035,34,2,28,4,40
Project_9021,Web application security audit,OWASP,deep,365,107486,34,3,8,23,40
Project_9022,Web application security audit,GDPR,standard,443,208424,15,4,6,5,40
Project_9023,Web application security audit,GDPR,standard,174,350857,32,2,5,25,40
Project_9024,Web application security audit,ISO 27001,deep,209,369712,11,1,8,2,56
Project_9025,Web application security audit,GDPR,standard,315,222448,7,0,4,3,81
Project_9026,Web application security audit,GDPR,standard,7,3308,14,2,1,11,65
Project_9027,Web application security audit,GDPR,standard,274,111048,31,3,12,16,40
Project_9028,Web application security audit,GDPR,deep,454,442804,33,1,10,22,40
Project_9029,Web application security audit,GDPR,deep,82,373865,30,1,26,3,40
Project_9030,Web application security audit,ISO 27001,deep,351,93613,40,3,6,31,40
Project_9031,Web application security audit,OWASP,deep,14,404046,8,5,0,3,47
Project_9032,Web application security audit,PCI-DSS,standard,19,460186,31,2,5,24,40
Project_9033,Web application security audit,OWASP,standard,25,356049,28,2,6,20,40
Project_9034,Web application security audit,OWASP,standard,455,267019,10,3,6,1,45
Project_9035,Web application security audit,PCI-DSS,standard,429,302856,6,2,2,2,70
Project_9036,Web application security audit,OWASP,deep,356,308429,3,1,0,2,88
Project_9037,Web application security audit,ISO 27001,standard,235,363524,28,2,5,21,40
Project_9038,Web application security audit,OWASP,standard,298,434098,8,4,3,1,47
Project_9039,Web application security audit,ISO 27001,deep,475,144344,26,3,18,5,40
Project_9040,Web application security audit,PCI-DSS,deep,185,39393,4,0,3,1,87
Project_9041,Web application security audit,GDPR,deep,311,407303,29,1,3,25,53
Project_9042,Web application security audit,GDPR,standard,7,191242,9,4,5,0,40
Project_9043,Web application security audit,PCI-DSS,standard,156,412162,39,4,31,4,40
Project_9044,Web application security audit,PCI-DSS,deep,253,404076,12,4,5,3,40
Project_9045,Web application security audit,ISO 27001,standard,373,236750,10,1,8,1,57
Project_9046,Web application security audit,GDPR,deep,134,384390,14,5,3,6,40
Project_9047,Web application security audit,ISO 27001,standard,44,434606,2,1,0,1,89
Project_9048,Web application security audit,PCI-DSS,deep,175,194024,9,3,6,0,46
Project_9049,Web application security audit,PCI-DSS,standard,435,79778,3,2,0,1,79
Project_9050,Web application security audit,ISO 27001,standard,124,193039,40,1,4,35,40
Project_9051,Web application security audit,ISO 27001,standard,235,42116,30,1,12,17,40
Project_9052,Web application security audit,ISO 27001,deep,8,141860,27,1,2,24,58
Project_9053,Web application security audit,ISO 27001,standard,65,398826,5,2,2,1,71
Project_9054,Web application security audit,GDPR,deep,371,292349,1,1,0,0,90
Project_9055,Web application security audit,OWASP,standard,427,16563,2,1,0,1,89
Project_9056,Web application security audit,PCI-DSS,deep,198,43324,18,0,1,17,79
Project_9057,Web application security audit,OWASP,deep,375,236849,5,3,0,2,68
Project_9058,Web application security audit,OWASP,deep,430,472083,38,0,11,27,40
Project_9059,Web application security audit,GDPR,deep,238,374503,37,2,4,31,40
Project_9060,Web application security audit,ISO 27001,deep,27,420764,40,5,23,12,40
Project_9061,Web application security audit,PCI-DSS,deep,421,150114,39,3,30,6,40
Project_9062,Web application security audit,OWASP,deep,495,335356,8,3,5,0,50
Project_9063,Web application security audit,PCI-DSS,deep,384,212267,17,4,1,12,44
Project_9064,Web application security audit,OWASP,deep,112,16651,35,3,9,23,40
Project_9065,Web application security audit,PCI-DSS,standard,47,315453,38,4,34,0,40
Project_9066,Web application security audit,PCI-DSS,standard,422,317562,33,2,16,15,40
Project_9067,Web application security audit,PCI-DSS,deep,211,130534,30,0,18,12,40
Project_9068,Web application security audit,PCI-DSS,deep,217,388277,34,5,9,20,40
Project_9069,Web application security audit,PCI-DSS,standard,472,60815,10,1,7,2,60
Project_9070,Web application security audit,PCI-DSS,deep,288,102022,38,1,22,15,40
Project_9071,Web application security audit,OWASP,standard,457,383965,14,5,6,3,40
Project_9072,Web application security audit,GDPR,standard,450,379252,2,1,0,1,89
Project_9073,Web application security audit,PCI-DSS,deep,301,82815,9,0,9,0,64
Project_9074,Web application security audit,ISO 27001,standard,22,35600,8,1,3,4,74
Project_9075,Web application security audit,ISO 27001,standard,60,101804,7,0,7,0,72
Project_9076,Web application security audit,ISO 27001,standard,495,279336,26,0,4,22,62
Project_9077,Web application security audit,GDPR,deep,438,180920,38,5,13,20,40
Project_9078,Web application security audit,GDPR,standard,308,208831,32,5,11,16,40
Project_9079,Web application security audit,PCI-DSS,deep,407,398728,5,4,1,0,56
Project_9080,Web application security audit,ISO 27001,standard,162,278298,7,3,4,0,54
Project_9081,Web application security audit,GDPR,deep,421,364247,7,2,1,4,72
Project_9082,Web application security audit,GDPR,deep,455,15140,2,2,0,0,80
Project_9083,Web application security audit,GDPR,standard,141,180106,27,3,18,6,40
Project_9084,Web application security audit,GDPR,deep,303,389225,16,1,7,8,54
Project_9085,Web application security audit,OWASP,standard,76,352650,18,4,1,13,43
Project_9086,Web application security audit,GDPR,standard,125,378729,29,0,6,23,53
Project_9087,Web application security audit,OWASP,standard,487,7811,2,1,1,0,86
Project_9088,Web application security audit,ISO 27001,standard,84,373716,15,1,8,6,52
Project_9089,Web application security audit,GDPR,standard,390,379446,24,3,12,9,40
Project_9090,Web application security audit,PCI-DSS,standard,481,193244,12,4,4,4,40
Project_9091,Web application security audit,OWASP,deep,40,438374,11,0,0,11,89
Project_9092,Web application security audit,ISO 27001,deep,425,183667,3,3,0,0,70
Project_9093,Web application security audit,GDPR,standard,280,498016,34,5,14,15,40
Project_9094,Web application security audit,GDPR,standard,383,469828,31,4,21,6,40
Project_9095,Web application security audit,OWASP,deep,377,161452,4,2,2,0,72
Project_9096,Web application security audit,PCI-DSS,deep,115,339241,1,0,1,0,96
Project_9097,Web application security audit,PCI-DSS,standard,46,173318,5,1,3,1,77
Project_9098,Web application security audit,OWASP,deep,272,381353,35,1,19,15,40
Project_9099,Web application security audit,PCI-DSS,deep,367,463201,25,1,7,17,45
Project_9100,Web application security audit,PCI-DSS,standard,66,420573,6,4,0,2,58
Project_9101,Web application security audit,PCI-DSS,deep,108,86130,31,5,15,11,40
Project_9102,Web application security audit,GDPR,deep,72,67482,26,2,8,16,40
Project_9103,Web application security audit,GDPR,deep,245,386491,5,0,2,3,89
Project_9104,Web application security audit,GDPR,standard,18,79926,15,4,3,8,40
Project_9105,Web application security audit,ISO 27001,standard,91,357811,20,2,0,18,62
Project_9106,Web application security audit,PCI-DSS,standard,275,130798,8,3,3,2,56
Project_9107,Web application security audit,GDPR,standard,144,361946,21,0,8,13,55
Project_9108,Web application security audit,OWASP,deep,160,309093,15,0,7,8,64
Project_9109,Web application security audit,OWASP,deep,67,358566,33,4,9,20,40
Project_9110,Web application security audit,PCI-DSS,standard,233,134413,21,0,20,1,40
Project_9111,Web application security audit,GDPR,standard,352,189517,33,3,23,7,40
Project_9112,Web application security audit,ISO 27001,standard,96,104676,23,2,16,5,40
Project_9113,Web application security audit,ISO 27001,deep,376,442077,36,2,14,20,40
Project_9114,Web application security audit,GDPR,standard,133,199822,24,0,22,2,40
Project_9115,Web application security audit,ISO 27001,deep,27,438810,8,4,3,1,47
Project_9116,Web application security audit,GDPR,deep,409,90269,27,5,22,0,40
Project_9117,Web application security audit,OWASP,deep,126,273040,27,4,15,8,40
Project_9118,Web application security audit,ISO 27001,standard,17,45841,8,4,4,0,44
Project_9119,Web application security audit,PCI-DSS,deep,222,422443,8,0,8,0,68
Project_9120,Web application security audit,ISO 27001,standard,202,471073,10,5,0,5,45
Project_9121,Web application security audit,GDPR,standard,192,32381,37,3,0,34,40
Project_9122,Web application security audit,GDPR,standard,216,14922,15,1,0,14,76
Project_9123,Web application security audit,ISO 27001,standard,42,414678,7,1,1,5,81
Project_9124,Web application security audit,OWASP,deep,79,172694,33,0,26,7,40
Project_9125,Web application security audit,GDPR,deep,344,493062,23,2,0,21,59
Project_9126,Web application security audit,ISO 27001,standard,52,303437,7,2,0,5,75
Project_9127,Web application security audit,OWASP,standard,279,3896,19,2,5,12,48
Project_9128,Web application security audit,OWASP,deep,382,462231,10,2,7,1,51
Project_9129,Web application security audit,OWASP,standard,366,457297,5,0,1,4,92
Project_9130,Web application security audit,ISO 27001,standard,410,368008,2,1,0,1,89
Project_9131,Web application security audit,PCI-DSS,standard,239,432723,5,5,0,0,50
Project_9132,Web application security audit,OWASP,deep,33,166234,5,0,5,0,80
Project_9133,Web application security audit,PCI-DSS,deep,209,16942,25,5,20,0,40
Project_9134,Web application security audit,OWASP,standard,193,198912,11,5,2,4,40
Project_9135,Web application security audit,ISO 27001,standard,11,494317,17,1,8,8,50
Project_9136,Web application security audit,ISO 27001,standard,420,112667,29,3,1,25,41
Project_9137,Web application security audit,OWASP,deep,170,91343,36,1,32,3,40
Project_9138,Web application security audit,OWASP,standard,67,206194,11,2,6,3,53
Project_9139,Web application security audit,GDPR,deep,236,112390,8,4,2,2,50
Project_9140,Web application security audit,ISO 27001,deep,148,483513,5,5,0,0,50
Project_9141,Web application security audit,ISO 27001,standard,119,44076,38,5,6,27,40
Project_9142,Web application security audit,OWASP,standard,27,4070,20,3,0,17,53
Project_9143,Web application security audit,ISO 27001,standard,69,388844,16,0,13,3,45
Project_9144,Web application security audit,GDPR,deep,474,53711,38,5,27,6,40
Project_9145,Web application security audit,PCI-DSS,standard,177,156857,29,3,8,18,40
Project_9146,Web application security audit,OWASP,standard,106,132945,12,4,8,0,40
Project_9147,Web application security audit,OWASP,deep,368,108954,23,3,0,20,50
Project_9148,Web application security audit,ISO 27001,deep,180,39423,35,3,7,25,40
Project_9149,Web application security audit,ISO 27001,deep,194,263874,13,3,3,7,51
Project_9150,Web application security audit,GDPR,standard,185,98022,14,0,13,1,47
Project_9151,Web application security audit,PCI-DSS,deep,9,265430,17,0,17,0,40
Project_9152,Web application security audit,GDPR,standard,188,426594,8,0,6,2,74
Project_9153,Web application security audit,PCI-DSS,standard,297,307467,23,1,18,4,40
Project_9154,Web application security audit,PCI-DSS,deep,34,175413,14,2,10,2,40
Project_9155,Web application security audit,ISO 27001,deep,395,127910,27,5,21,1,40
Project_9156,Web application security audit,ISO 27001,deep,229,232168,37,2,14,21,40
Project_9157,Web application security audit,ISO 27001,deep,160,381847,36,3,19,14,40
Project_9158,Web application security audit,PCI-DSS,deep,392,315764,16,0,7,9,63
Project_9159,Web application security audit,ISO 27001,deep,157,428636,6,5,1,0,46
Project_9160,Web application security audit,OWASP,deep,236,226832,37,0,30,7,40
Project_9161,Web application security audit,PCI-DSS,deep,383,454704,24,1,1,22,64
Project_9162,Web application security audit,PCI-DSS,deep,451,387293,15,3,12,0,40
Project_9163,Web application security audit,GDPR,standard,57,304001,9,4,1,4,52
Project_9164,Web application security audit,PCI-DSS,standard,444,318804,24,4,5,15,40
Project_9165,Web application security audit,OWASP,standard,346,26372,14,5,6,3,40
Project_9166,Web application security audit,ISO 27001,standard,32,158238,33,5,3,25,40
Project_9167,Web application security audit,OWASP,deep,416,10400,14,5,4,5,40
Project_9168,Web application security audit,OWASP,deep,358,107080,19,4,0,15,45
Project_9169,Web application security audit,OWASP,deep,31,51571,12,0,0,12,88
Project_9170,Web application security audit,OWASP,standard,155,13303,37,5,28,4,40
Project_9171,Web application security audit,GDPR,standard,322,41281,9,2,7,0,52
Project_9172,Web application security audit,OWASP,deep,161,477162,21,2,0,19,61
Project_9173,Web application security audit,ISO 27001,deep,6,487761,24,4,5,15,40
Project_9174,Web application security audit,OWASP,deep,234,362414,30,3,7,20,40
Project_9175,Web application security audit,OWASP,standard,372,164171,22,2,6,14,42
Project_9176,Web application security audit,OWASP,standard,406,211163,23,4,2,17,40
Project_9177,Web application security audit,OWASP,deep,179,167840,11,3,8,0,40
Project_9178,Web application security audit,ISO 27001,deep,262,364570,15,4,1,10,46
Project_9179,Web application security audit,GDPR,deep,498,280589,19,0,3,16,72
Project_9180,Web application security audit,PCI-DSS,deep,464,24889,19,1,17,1,40
Project_9181,Web application security audit,OWASP,standard,122,240330,22,0,15,7,40
Project_9182,Web application security audit,ISO 27001,standard,180,258243,35,4,12,19,40
Project_9183,Web application security audit,OWASP,deep,464,126253,1,0,1,0,96
Project_9184,Web application security audit,OWASP,standard,442,485880,36,3,18,15,40
Project_9185,Web application security audit,GDPR,deep,244,329102,0,0,0,0,100
Project_9186,Web application security audit,ISO 27001,standard,323,309690,37,5,11,21,40
Project_9187,Web application security audit,GDPR,deep,398,255595,20,4,3,13,40
Project_9188,Web application security audit,OWASP,standard,257,351162,5,1,0,4,86
Project_9189,Web application security audit,PCI-DSS,standard,26,498549,12,3,1,8,58
Project_9190,Web application security audit,GDPR,standard,192,18078,3,2,0,1,79
Project_9191,Web application security audit,OWASP,standard,240,95855,26,2,23,1,40
Project_9192,Web application security audit,PCI-DSS,deep,461,386742,18,1,12,5,40
Project_9193,Web application security audit,GDPR,deep,400,493844,40,1,14,25,40
Project_9194,Web application security audit,ISO 27001,deep,99,486487,25,2,3,20,48
Project_9195,Web application security audit,OWASP,deep,462,464161,22,1,18,3,40
Project_9196,Web application security audit,OWASP,deep,271,219119,38,0,0,38,62
Project_9197,Web application security audit,ISO 27001,standard,131,279310,19,5,3,11,40
Project_9198,Web application security audit,ISO 27001,deep,282,473911,3,0,3,0,88
Project_9199,Web application security audit,ISO 27001,deep,18,208070,25,3,2,20,42
Project_9200,Web application security audit,OWASP,standard,68,314432,35,0,17,18,40
Project_9201,Web application security audit,ISO 27001,deep,147,254910,17,0,8,9,59
Project_9202,Web application security audit,ISO 27001,deep,451,102203,8,2,6,0,56
Project_9203,Web application security audit,ISO 27001,deep,342,102782,37,4,28,5,40
Project_9204,Web application security audit,ISO 27001,standard,340,206507,31,4,18,9,40
Project_9205,Web application security audit,OWASP,standard,85,400971,36,5,6,25,40
Project_9206,Web application security audit,PCI-DSS,standard,269,11813,40,0,19,21,40
Project_9207,Web application security audit,GDPR,deep,319,485362,28,3,17,8,40
Project_9208,Web application security audit,GDPR,deep,138,15704,12,3,8,1,40
Project_9209,Web application security audit,ISO 27001,deep,362,54488,1,0,1,0,96
Project_9210,Web application security audit,ISO 27001,deep,180,184175,26,5,15,6,40
Project_9211,Web application security audit,PCI-DSS,deep,229,109322,30,5,13,12,40
Project_9212,Web application security audit,ISO 27001,standard,443,180855,26,5,15,6,40
Project_9213,Web application security audit,PCI-DSS,deep,161,311670,13,5,3,5,40
Project_9214,Web application security audit,PCI-DSS,standard,240,324126,12,2,10,0,40
Project_9215,Web application security audit,PCI-DSS,standard,471,276368,38,3,30,5,40
Project_9216,Web application security audit,OWASP,deep,186,282689,15,4,8,3,40
Project_9217,Web application security audit,OWASP,standard,404,460904,28,3,19,6,40
Project_9218,Web application security audit,PCI-DSS,standard,393,106887,24,3,11,10,40
Project_9219,Web application security audit,ISO 27001,deep,232,77726,9,0,6,3,73
Project_9220,Web application security audit,ISO 27001,standard,457,314510,9,4,5,0,40
Project_9221,Web application security audit,PCI-DSS,deep,20,56414,33,1,16,16,40
Project_9222,Web application security audit,PCI-DSS,standard,38,86250,24,5,10,9,40
Project_9223,Web application security audit,ISO 27001,deep,43,25680,29,2,1,26,50
Project_9224,Web application security audit,OWASP,deep,339,172607,20,4,9,7,40
Project_9225,Web application security audit,GDPR,deep,266,472889,34,5,5,24,40
Project_9226,Web application security audit,GDPR,standard,296,256269,27,3,23,1,40
Project_9227,Web application security audit,OWASP,deep,120,369053,7,2,5,0,60
Project_9228,Web application security audit,PCI-DSS,standard,403,257473,0,0,0,0,100
Project_9229,Web application security audit,OWASP,standard,335,186341,16,4,8,4,40
Project_9230,Web application security audit,PCI-DSS,standard,426,9559,12,0,0,12,88
Project_9231,Web application security audit,ISO 27001,standard,85,239139,40,1,8,31,40
Project_9232,Web application security audit,ISO 27001,standard,256,93800,3,2,1,0,76
Project_9233,Web application security audit,GDPR,standard,79,302150,33,0,23,10,40
Project_9234,Web application security audit,GDPR,deep,22,175547,4,1,0,3,87
Project_9235,Web application security audit,OWASP,standard,252,421467,0,0,0,0,100
Project_9236,Web application security audit,ISO 27001,standard,261,75624,3,1,0,2,88
Project_9237,Web application security audit,OWASP,deep,138,255940,13,5,0,8,42
Project_9238,Web application security audit,OWASP,standard,431,197987,24,0,23,1,40
Project_9239,Web application security audit,OWASP,standard,401,293961,27,4,2,21,40
Project_9240,Web application security audit,PCI-DSS,standard,496,203220,22,3,19,0,40
Project_9241,Web application security audit,GDPR,standard,145,217906,15,5,1,9,40
Project_9242,Web application security audit,GDPR,deep,330,47938,12,2,5,5,55
Project_9243,Web application security audit,ISO 27001,standard,93,198662,34,4,30,0,40
Project_9244,Web application security audit,OWASP,standard,124,393639,22,0,15,7,40
Project_9245,Web application security audit,GDPR,deep,192,173100,28,5,12,11,40
Project_9246,Web application security audit,ISO 27001,deep,255,475842,2,2,0,0,80
